_id,"device_id",Unknown_morning,Unknown_afternoon,Unknown_evening,Communication_morning,Communication_afternoon,Communication_evening,Social_morning,Social_afternoon,Social_evening,Travel_morning,Travel_afternoon,Travel_evening,Productivity_morning,Productivity_afternoon,Productivity_evening,Weather_morning,Weather_afternoon,Weather_evening,Finance_morning,Finance_afternoon,Finance_evening,Entertainment_morning,Entertainment_afternoon,Entertainment_evening,Books_morning,Books_afternoon,Books_evening,Personalization_morning,Personalization_afternoon,Personalization_evening,Lifestyle_morning,Lifestyle_afternoon,Lifestyle_evening,Game_morning,Game_afternoon,Game_evening,Health_morning,Health_afternoon,Health_evening,Libraries_morning,Libraries_afternoon,Libraries_evening,Education_morning,Education_afternoon,Education_evening
44,"e2036160-73f6-49a4-abd3-c0c5bf094733",0,0.790753,0.209247,0,0.55199,0.44801,0,0.498041,0.501959,0,0.373531,0.626469,0,0.298825,0.701175,0,0.298825,0.701175,0,0.298825,0.701175,0,0.249021,0.75098,0,0.249021,0.75098,0,0.214552,0.785448,0,0.214552,0.785448,0,0.214552,0.785448,0,0.214552,0.785448,0,0.214552,0.785448,0,0.214552,0.785448
45,"6665b446-560e-426f-ab3f-e8727822b80b",1,0,0,0.95958,0.040419,0,0.973054,0.026946,0,0.973054,0.026946,0,0.973054,0.026946,0,0.973054,0.026946,0,0.973054,0.026946,0,0.973054,0.026946,0,0.973054,0.026946,0,0.973054,0.026946,0,0.973054,0.026946,0,0.973054,0.026946,0,0.973054,0.026946,0,0.973054,0.026946,0,0.973054,0.026946,0
46,"e1ecd267-9982-4107-b3c7-951b9e90dc6a",0.002536,0.968726,0.028738,0.026771,0.61378,0.359448,0.027538,0.624407,0.348055,0.027538,0.624407,0.348055,0.078986,0.592992,0.328021,0.078986,0.592992,0.328021,0.078986,0.592992,0.328021,0.063275,0.539881,0.396844,0.056207,0.540561,0.403232,0.056207,0.540561,0.403232,0.048177,0.463338,0.488484,0.048177,0.463338,0.488484,0.048177,0.463338,0.488484,0.048177,0.463338,0.488484,0.048177,0.463338,0.488484
47,"9cd1d472-4147-4d9c-b0d6-fc5f2b07d7a5",1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
48,"4982eeb0-9938-4288-852a-c5c8d759666c",0.104019,0.895981,0,0.142802,0.857198,0,0.141104,0.858896,0,0.141104,0.858896,0,0.355828,0.644172,0,0.355828,0.644172,0,0.355828,0.644172,0,0.403885,0.596115,0,0.403885,0.596115,0,0.403885,0.596115,0,0.393384,0.606616,0,0.344211,0.655789,0,0.344211,0.655789,0,0.344211,0.655789,0,0.344211,0.655789,0
49,"6d90be1a-0af2-4ba5-8296-ae91ad9efe74",1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
50,"98a2b05a-f11b-459d-abf4-ea559609515b",0.005486,0.062666,0.931848,0.002993,0.036999,0.960009,0.001995,0.357999,0.640006,0.001995,0.357999,0.640006,0.005097,0.372368,0.622535,0.005097,0.372368,0.622535,0.005097,0.372368,0.622535,0.002913,0.419433,0.577654,0.002913,0.419433,0.577654,0.005426,0.374472,0.620103,0.005426,0.374472,0.620103,0.005426,0.374472,0.620103,0.004823,0.443975,0.551202,0.004823,0.443975,0.551202,0.004823,0.443975,0.551202
51,"a630ca85-bd42-4315-acf2-492763ca72f8",0.018667,0.418717,0.562616,0.097448,0.399809,0.502743,0.065498,0.357102,0.5774,0.049123,0.267827,0.68305,0.039299,0.229426,0.731276,0.093243,0.245832,0.660925,0.093243,0.245832,0.660925,0.062162,0.193826,0.744012,0.055946,0.174443,0.769611,0.05473,0.195003,0.750267,0.050169,0.178753,0.771078,0.04631,0.165002,0.788687,0.04631,0.165002,0.788687,0.04631,0.165002,0.788687,0.04631,0.165002,0.788687
52,"2bb69ee4-0d81-4189-9219-2c86a7eb8ca0",0.162529,0.828826,0.008645,0.34442,0.525331,0.130248,0.562947,0.350221,0.086832,0.562947,0.350221,0.086832,0.562947,0.350221,0.086832,0.562947,0.350221,0.086832,0.562947,0.350221,0.086832,0.67221,0.262666,0.065124,0.67221,0.262666,0.065124,0.67221,0.262666,0.065124,0.736561,0.21134,0.052099,0.684082,0.289869,0.02605,0.684082,0.289869,0.02605,0.684082,0.289869,0.02605,0.684082,0.289869,0.02605
53,"b51420e6-ba0d-4539-839c-89d3684149b5",0.360562,0.408307,0.231131,0.304008,0.322241,0.373752,0.494448,0.250042,0.25551,0.593423,0.214945,0.191632,0.474738,0.371956,0.153306,0.474738,0.371956,0.153306,0.523463,0.311127,0.165411,0.45803,0.272236,0.269734,0.45803,0.272236,0.269734,0.45803,0.272236,0.269734,0.43883,0.31904,0.24213,0.42347,0.356483,0.220047,0.42347,0.356483,0.220047,0.42347,0.356483,0.220047,0.42347,0.356483,0.220047
