_id,"device_id",Unknown_morning,Unknown_afternoon,Unknown_evening,Communication_morning,Communication_afternoon,Communication_evening,Social_morning,Social_afternoon,Social_evening,Travel_morning,Travel_afternoon,Travel_evening,Productivity_morning,Productivity_afternoon,Productivity_evening,Weather_morning,Weather_afternoon,Weather_evening,Finance_morning,Finance_afternoon,Finance_evening,Entertainment_morning,Entertainment_afternoon,Entertainment_evening,Books_morning,Books_afternoon,Books_evening,Personalization_morning,Personalization_afternoon,Personalization_evening,Lifestyle_morning,Lifestyle_afternoon,Lifestyle_evening,Game_morning,Game_afternoon,Game_evening,Health_morning,Health_afternoon,Health_evening,Libraries_morning,Libraries_afternoon,Libraries_evening,Education_morning,Education_afternoon,Education_evening
54,"db09f576-1fee-4c9d-ae5c-2db25bb05cc5",0,0.193946,0.806054,0.002658,0.322948,0.674393,0.025906,0.268544,0.705549,0.025906,0.268544,0.705549,0.01943,0.375523,0.605047,0.024454,0.306541,0.669005,0.024454,0.306541,0.669005,0.013586,0.280875,0.70554,0.013586,0.280875,0.70554,0.013586,0.280875,0.70554,0.013586,0.280875,0.70554,0.013586,0.280875,0.70554,0.013586,0.280875,0.70554,0.013586,0.280875,0.70554,0.013586,0.280875,0.70554
55,"2bc7baed-7e94-4759-9bc0-e73fecefce82",0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
56,"430c4ce9-2e5d-4db1-a311-3132171dbe05",0,0.110048,0.889952,0,0.055024,0.944976,0,0.055024,0.944976,0,0.055024,0.944976,0,0.055024,0.944976,0,0.055024,0.944976,0,0.055024,0.944976,0,0.036683,0.963317,0,0.036683,0.963317,0,0.036683,0.963317,0,0.036683,0.963317,0,0.027512,0.972488,0,0.027512,0.972488,0,0.027512,0.972488,0,0.027512,0.972488
57,"a188c493-be0f-4441-8ea9-21f1384b7f0c",0,0.791672,0.208328,0,0.717891,0.282109,0,0.760078,0.239922,0,0.743059,0.256941,0,0.683823,0.316177,0,0.705554,0.294446,0,0.721146,0.278854,0,0.631002,0.368998,0,0.631002,0.368998,0,0.672002,0.327998,0,0.672002,0.327998,0,0.672002,0.327998,0,0.672002,0.327998,0,0.672002,0.327998,0,0.672002,0.327998
58,"cb980575-9077-4f39-abb5-091e458dbd28",0.090171,0.276322,0.633507,0.051164,0.17206,0.776776,0.034109,0.119948,0.845942,0.148178,0.089961,0.76186,0.118543,0.17029,0.711167,0.118543,0.17029,0.711167,0.118543,0.17029,0.711167,0.133673,0.141174,0.725154,0.133673,0.141174,0.725154,0.133673,0.141174,0.725154,0.133673,0.141174,0.725154,0.120305,0.127056,0.752638,0.120305,0.127056,0.752638,0.120305,0.127056,0.752638,0.120305,0.127056,0.752638
59,"ab5ae194-dfb8-4b49-94d1-9b17cf8e94cd",0.174155,0.136748,0.689097,0.095144,0.240434,0.664422,0.063429,0.178816,0.757755,0.047572,0.193088,0.75934,0.038057,0.220208,0.741734,0.038057,0.220208,0.741734,0.031714,0.183507,0.784778,0.127629,0.126038,0.746333,0.127629,0.126038,0.746333,0.127629,0.126038,0.746333,0.127629,0.126038,0.746333,0.120316,0.130821,0.748864,0.113771,0.129799,0.756431,0.113771,0.129799,0.756431,0.113771,0.129799,0.756431
60,"2eef50f3-e540-47d7-b9b5-8531695b4a2e",0.771909,0.063973,0.164118,0.415511,0.37731,0.207179,0.309577,0.371549,0.318875,0.232182,0.528661,0.239156,0.193279,0.520673,0.286048,0.193279,0.520673,0.286048,0.280914,0.514766,0.20432,0.229533,0.446372,0.324094,0.20658,0.501735,0.291685,0.20658,0.501735,0.291685,0.207054,0.473156,0.31979,0.172502,0.384738,0.442761,0.218607,0.368149,0.413243,0.218607,0.368149,0.413243,0.218607,0.368149,0.413243
61,"b3b6f59d-002d-400f-ad2d-27b103b3f3d2",0.342237,0.369673,0.288089,0.434295,0.272762,0.292943,0.497055,0.251686,0.251259,0.533422,0.20656,0.260018,0.59919,0.18153,0.21928,0.58705,0.205658,0.207293,0.503185,0.176278,0.320537,0.416003,0.201614,0.382382,0.416003,0.201614,0.382382,0.416003,0.201614,0.382382,0.426489,0.184813,0.388698,0.365562,0.22984,0.404598,0.365562,0.22984,0.404598,0.365562,0.22984,0.404598,0.365562,0.22984,0.404598
62,"ee4b89ff-546b-4e71-b6af-dee9ac521a08",0.177694,0.30119,0.521116,0.334492,0.2642,0.401308,0.247004,0.188942,0.564054,0.435253,0.141706,0.42304,0.370797,0.113365,0.515837,0.370797,0.113365,0.515837,0.475664,0.094471,0.429865,0.410022,0.080975,0.509003,0.410022,0.080975,0.509003,0.410022,0.080975,0.509003,0.410022,0.080975,0.509003,0.410022,0.080975,0.509003,0.410022,0.080975,0.509003,0.410022,0.080975,0.509003,0.410022,0.080975,0.509003
63,"ac32d7c5-e84c-4f43-a356-fab68c06b507",0,0.015355,0.984645,0,0.04503,0.95497,0,0.049198,0.950802,0,0.049198,0.950802,0,0.135952,0.864048,0,0.135952,0.864048,0,0.108761,0.891239,0,0.054381,0.945619,0,0.054381,0.945619,0,0.054381,0.945619,0,0.049437,0.950563,0,0.045317,0.954683,0,0.045317,0.954683,0,0.045317,0.954683,0,0.045317,0.954683
64,"f681b5c0-9af0-49be-a174-461847514f3c",0.052722,0.530037,0.417241,0.105305,0.36808,0.526615,0.217019,0.368548,0.414432,0.158539,0.271793,0.569668,0.139018,0.237215,0.623767,0.139018,0.237215,0.623767,0.095651,0.164407,0.739943,0.234059,0.166044,0.599897,0.234059,0.166044,0.599897,0.21734,0.154184,0.628476,0.21734,0.154184,0.628476,0.21734,0.154184,0.628476,0.240833,0.143905,0.615263,0.240833,0.143905,0.615263,0.240833,0.143905,0.615263
65,"f31028e9-303b-41f5-841f-b3fe990698d4",0.587537,0.031667,0.380796,0.294584,0.133843,0.571574,0.294584,0.133843,0.571574,0.327016,0.158913,0.514071,0.333529,0.205344,0.461126,0.27361,0.204645,0.521745,0.228008,0.323796,0.448196,0.152006,0.290836,0.557158,0.136805,0.261888,0.601307,0.124515,0.280881,0.594603,0.124515,0.280881,0.594603,0.124515,0.280881,0.594603,0.124515,0.280881,0.594603,0.124515,0.280881,0.594603,0.124515,0.280881,0.594603
66,"8132cd26-fceb-494b-91f4-433560176116",0.053303,0.0716,0.875097,0.331896,0.144143,0.523961,0.428996,0.219353,0.351651,0.545624,0.164515,0.289861,0.498974,0.223496,0.277529,0.498974,0.223496,0.277529,0.569314,0.232451,0.198235,0.580704,0.245544,0.173752,0.580704,0.245544,0.173752,0.580704,0.245544,0.173752,0.580704,0.245544,0.173752,0.580704,0.245544,0.173752,0.580704,0.245544,0.173752,0.580704,0.245544,0.173752,0.580704,0.245544,0.173752
67,"c3ef90b2-e046-4ccd-ad2d-46bef42d5686",0.257179,0.092206,0.650615,0.135963,0.278996,0.585041,0.090642,0.329415,0.579943,0.067982,0.288971,0.643048,0.054385,0.306982,0.638633,0.054385,0.306982,0.638633,0.039514,0.308795,0.651691,0.031909,0.299772,0.66832,0.031909,0.299772,0.66832,0.031909,0.299772,0.66832,0.114148,0.312961,0.572891,0.094809,0.26549,0.639701,0.094809,0.26549,0.639701,0.094809,0.26549,0.639701,0.089542,0.28385,0.626609
68,"c2e3746b-ac3a-4b91-923a-895c879cef29",0.538844,0.364544,0.096612,0.501154,0.396213,0.102632,0.334103,0.264142,0.401755,0.500577,0.198107,0.301316,0.600462,0.158485,0.241053,0.600462,0.158485,0.241053,0.627174,0.171949,0.200877,0.663591,0.163412,0.172997,0.663591,0.163412,0.172997,0.663591,0.163412,0.172997,0.705642,0.142985,0.151372,0.705642,0.142985,0.151372,0.705642,0.142985,0.151372,0.705642,0.142985,0.151372,0.710993,0.154454,0.134553
69,"d1a69dc1-6113-4acd-93ea-717b03a4768e",0.419475,0.267301,0.313224,0.310928,0.260181,0.428891,0.351409,0.20432,0.444271,0.411405,0.208921,0.379674,0.360567,0.210816,0.428616,0.360567,0.210816,0.428616,0.441791,0.17568,0.382529,0.441791,0.17568,0.382529,0.441791,0.17568,0.382529,0.441791,0.17568,0.382529,0.441791,0.17568,0.382529,0.465717,0.208725,0.325558,0.462867,0.247748,0.289385,0.462867,0.247748,0.289385,0.462867,0.247748,0.289385
70,"3d99afaa-abca-4d29-9a2f-a5c49e22b5d1",0.538913,0.437201,0.023886,0.373194,0.563138,0.063668,0.329248,0.385788,0.284964,0.396244,0.432348,0.171408,0.334741,0.422437,0.242822,0.339956,0.424367,0.235677,0.297461,0.493484,0.209055,0.362095,0.420744,0.217161,0.33192,0.437551,0.230529,0.362327,0.424173,0.2135,0.405773,0.393875,0.200352,0.405773,0.393875,0.200352,0.445389,0.367616,0.186995,0.445389,0.367616,0.186995,0.445389,0.367616,0.186995
71,"9f322df0-1652-4c1d-a91d-2c8834a2ad71",0.001219,0.149831,0.84895,0.006268,0.197829,0.795903,0.074224,0.353796,0.57198,0.064471,0.490555,0.444974,0.055927,0.526691,0.417382,0.047099,0.524647,0.428254,0.047099,0.524647,0.428254,0.139338,0.49403,0.366631,0.126671,0.451369,0.42196,0.128787,0.45772,0.413493,0.12422,0.494095,0.381686,0.115347,0.525173,0.35948,0.115347,0.525173,0.35948,0.115347,0.525173,0.35948,0.107657,0.556828,0.335515
72,"32db5f39-25bd-4376-85b5-fb93d78d3353",0.072925,0.797141,0.129934,0.11277,0.6501,0.23713,0.243022,0.443974,0.313004,0.182266,0.33298,0.484753,0.145813,0.466384,0.387803,0.145813,0.466384,0.387803,0.145813,0.466384,0.387803,0.145813,0.466384,0.387803,0.145813,0.466384,0.387803,0.145813,0.466384,0.387803,0.145813,0.466384,0.387803,0.145813,0.466384,0.387803,0.145813,0.466384,0.387803,0.145813,0.466384,0.387803,0.145813,0.466384,0.387803
73,"60c73dae-4a7b-41b8-a228-c2ea91b7dc79",0.101741,0,0.898259,0.05087,0,0.949129,0.05087,0,0.949129,0.05087,0,0.949129,0.074037,0,0.925963,0.074037,0,0.925963,0.055528,0,0.944472,0.044422,0,0.955578,0.044422,0,0.955578,0.037026,0,0.962974,0.037026,0,0.962974,0.037026,0,0.962974,0.037026,0,0.962974,0.037026,0,0.962974,0.037026,0,0.962974
74,"742825d4-10af-4f3f-9266-3bbfaab58164",0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
75,"954fb99f-ba6a-445c-bdd6-0416e4868f77",0.124915,0,0.875085,0.129289,0,0.870711,0.250772,0,0.749228,0.250772,0,0.749228,0.188079,0,0.811921,0.202527,0,0.797473,0.168772,0,0.831227,0.144662,0,0.855338,0.144662,0,0.855338,0.144662,0,0.855338,0.126579,0,0.873421,0.112515,0,0.887485,0.112515,0,0.887485,0.112515,0,0.887485,0.112515,0,0.887485
76,"e7fcf2b3-844c-445d-bbb5-3d6490457abe",0.592191,0.136268,0.271541,0.412926,0.248595,0.338479,0.358616,0.307334,0.33405,0.268962,0.334761,0.396276,0.267442,0.302485,0.430073,0.267442,0.302485,0.430073,0.275816,0.28425,0.439935,0.379548,0.226333,0.39412,0.379548,0.226333,0.39412,0.385461,0.242747,0.371791,0.371975,0.252218,0.375807,0.332456,0.318063,0.349481,0.332456,0.318063,0.349481,0.332456,0.318063,0.349481,0.371723,0.299354,0.328923
77,"bf0ccba7-e5c6-4a0e-80d0-1d83533fe3f5",0.018616,0.423336,0.558048,0.021313,0.448966,0.529721,0.014209,0.313014,0.672777,0.010657,0.234761,0.754583,0.012157,0.282126,0.705717,0.012157,0.282126,0.705717,0.05112,0.257499,0.691381,0.030672,0.37909,0.590238,0.030672,0.37909,0.590238,0.030672,0.37909,0.590238,0.027884,0.435536,0.53658,0.02556,0.482575,0.491865,0.02556,0.482575,0.491865,0.02556,0.482575,0.491865,0.02556,0.482575,0.491865
78,"99a054f5-d2f5-48ae-bcae-f42c9162cf75",0.268247,0.068534,0.663219,0.62954,0.03523,0.33523,0.62954,0.03523,0.33523,0.62954,0.03523,0.33523,0.644043,0.062226,0.293731,0.644043,0.062226,0.293731,0.644043,0.062226,0.293731,0.386426,0.237336,0.376239,0.322021,0.19778,0.480199,0.293595,0.205184,0.501221,0.381896,0.179536,0.438568,0.399959,0.143629,0.456413,0.399959,0.143629,0.456413,0.399959,0.143629,0.456413,0.399959,0.143629,0.456413
79,"e83a3f24-5e1c-4d00-bb25-4672ebd9acfb",0.181581,0.693321,0.125098,0.131015,0.402287,0.466698,0.094191,0.268338,0.637471,0.094191,0.268338,0.637471,0.188715,0.266503,0.544782,0.220452,0.29293,0.486618,0.220452,0.29293,0.486618,0.26817,0.254794,0.477035,0.359649,0.222945,0.417406,0.361769,0.216809,0.421423,0.325758,0.195128,0.479115,0.271465,0.175845,0.55269,0.292019,0.171691,0.53629,0.294997,0.207019,0.497984,0.341997,0.193218,0.464785
80,"87f195cb-4975-49cb-961a-ab36e986d45e",0.106781,0,0.893219,0.16295,0,0.83705,0.182191,0,0.817809,0.147699,0,0.852301,0.171618,0,0.828382,0.171618,0,0.828382,0.143015,0,0.856985,0.15882,0,0.84118,0.15882,0,0.84118,0.144032,0,0.855968,0.221847,0,0.778153,0.221847,0,0.778153,0.238045,0,0.761955,0.240622,0,0.759378,0.240622,0,0.759378
81,"c26e96c6-2ddb-4287-8bd8-2e8427aed950",0.057842,0.249038,0.69312,0.049492,0.438545,0.511963,0.032995,0.501543,0.465462,0.019797,0.300926,0.679278,0.022894,0.320442,0.656664,0.019623,0.327452,0.652925,0.14217,0.28652,0.571309,0.164298,0.315124,0.520578,0.151659,0.367807,0.480534,0.182654,0.350293,0.467053,0.230486,0.33111,0.438404,0.230486,0.33111,0.438404,0.230486,0.33111,0.438404,0.230486,0.33111,0.438404,0.230486,0.33111,0.438404
82,"6c0116ef-3883-46a9-8e68-9e7f5d96b79e",0.352304,0.045344,0.602352,0.245216,0.097857,0.656927,0.220088,0.076711,0.703201,0.362783,0.068862,0.568355,0.459736,0.074149,0.466115,0.459736,0.074149,0.466115,0.514075,0.075592,0.410334,0.404937,0.126815,0.468248,0.404937,0.126815,0.468248,0.404937,0.126815,0.468248,0.375059,0.195714,0.429227,0.465447,0.176381,0.358171,0.465447,0.176381,0.358171,0.465447,0.176381,0.358171,0.436357,0.165358,0.398285
83,"3372860e-b042-459e-9dd7-77c8cb2de4a1",0.241648,0.205884,0.552468,0.191103,0.346599,0.462298,0.253333,0.354279,0.392389,0.292582,0.395892,0.311526,0.264166,0.471639,0.264195,0.369285,0.404262,0.226453,0.323124,0.465241,0.211635,0.363229,0.450339,0.186432,0.363229,0.450339,0.186432,0.363229,0.450339,0.186432,0.337141,0.422782,0.240077,0.337141,0.422782,0.240077,0.337141,0.422782,0.240077,0.337141,0.422782,0.240077,0.337141,0.422782,0.240077
84,"b179b5f5-f180-4052-892e-698dffc10545",0,1,0,0,1,0,0,1,0,0,1,0,0,0.990504,0.009496,0,0.990504,0.009496,0,0.992403,0.007597,0,0.995252,0.004748,0,0.995252,0.004748,0,0.995252,0.004748,0,0.995252,0.004748,0,0.996201,0.003798,0,0.994881,0.005119,0,0.994881,0.005119,0,0.994881,0.005119
85,"b1cea15f-37f6-4c77-b9e9-84c9eb5efefd",0.024943,0.688678,0.286379,0.232397,0.513582,0.254021,0.37741,0.342388,0.280202,0.294755,0.493246,0.211999,0.364484,0.402348,0.233168,0.321414,0.476344,0.202241,0.408913,0.387776,0.203311,0.29253,0.541215,0.166255,0.288532,0.505745,0.205724,0.287612,0.513893,0.198495,0.269733,0.544141,0.186126,0.239763,0.594792,0.165445,0.234096,0.607274,0.15863,0.222391,0.62691,0.150699,0.222391,0.62691,0.150699
86,"422f9ff0-d6bf-4803-b66e-b92dae8c374a",0,0.887666,0.112334,0,0.749702,0.250298,0,0.720938,0.279062,0,0.790703,0.209297,0,0.832563,0.167437,0,0.860469,0.139531,0,0.906979,0.093021,0,0.901367,0.098633,0,0.908954,0.091046,0,0.908954,0.091046,0,0.908954,0.091046,0,0.915458,0.084542,0,0.889211,0.110789,0,0.889211,0.110789,0,0.889211,0.110789
87,"903459ba-11a4-4af5-88c7-87ee637f784e",0.033343,0.508524,0.458133,0.016672,0.375377,0.607952,0.016672,0.375377,0.607952,0.016672,0.375377,0.607952,0.011114,0.270353,0.718533,0.011114,0.270353,0.718533,0.011114,0.270353,0.718533,0.134597,0.236179,0.629224,0.179227,0.25819,0.562582,0.179227,0.25819,0.562582,0.179227,0.25819,0.562582,0.180988,0.315845,0.503167,0.180988,0.315845,0.503167,0.180988,0.315845,0.503167,0.180988,0.315845,0.503167
88,"8a1dd46b-bf8b-40f8-8e82-e4e63c572607",0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
89,"e6be4c1d-a386-4a60-ad54-44b866f9aa46",0.055986,0.077001,0.867013,0.032586,0.050325,0.91709,0.032586,0.050325,0.91709,0.032586,0.050325,0.91709,0.021724,0.366883,0.611393,0.021724,0.366883,0.611393,0.021724,0.366883,0.611393,0.021724,0.366883,0.611393,0.021724,0.366883,0.611393,0.021724,0.366883,0.611393,0.021724,0.366883,0.611393,0.110573,0.215711,0.673716,0.110573,0.215711,0.673716,0.110573,0.215711,0.673716,0.110573,0.215711,0.673716
90,"13b7fd6a-c6e0-4635-b719-e29760384324",0.001405,0.357946,0.640649,0.001307,0.196424,0.802269,0.000871,0.130949,0.86818,0.01966,0.098212,0.882128,0.015728,0.118808,0.865464,0.015728,0.118808,0.865464,0.015728,0.118808,0.865464,0.013107,0.146502,0.840392,0.013107,0.146502,0.840392,0.013107,0.146502,0.840392,0.013107,0.146502,0.840392,0.013107,0.146502,0.840392,0.013107,0.146502,0.840392,0.013107,0.146502,0.840392,0.013107,0.146502,0.840392
91,"89a66a26-3538-4ed2-a951-7ba902b11407",0.03231,0.168584,0.799106,0.348448,0.137533,0.514019,0.289886,0.190536,0.519577,0.258985,0.169545,0.571469,0.271054,0.168454,0.560492,0.253942,0.198544,0.547514,0.197733,0.258132,0.544135,0.224899,0.195577,0.579524,0.214632,0.222733,0.562635,0.202649,0.2468,0.550551,0.203322,0.249322,0.547356,0.18355,0.238619,0.577831,0.173889,0.226061,0.60005,0.173889,0.226061,0.60005,0.173889,0.226061,0.60005
92,"5fc40d77-7167-490e-9e4f-3c1533547a6c",0.168058,0.006831,0.825111,0.222284,0.050984,0.726733,0.268324,0.07987,0.651806,0.445108,0.059903,0.494989,0.407924,0.047922,0.544154,0.379216,0.050401,0.570382,0.325043,0.100624,0.574334,0.343558,0.075734,0.580708,0.343558,0.075734,0.580708,0.357424,0.069229,0.573347,0.357424,0.069229,0.573347,0.357424,0.069229,0.573347,0.357424,0.069229,0.573347,0.357424,0.069229,0.573347,0.357424,0.069229,0.573347
93,"6a4d382c-8e5d-4073-8a4e-73b03309f840",0.524157,0.332717,0.143126,0.509864,0.308271,0.181866,0.496505,0.246387,0.257108,0.496505,0.246387,0.257108,0.508518,0.18479,0.306691,0.508518,0.18479,0.306691,0.508518,0.18479,0.306691,0.470033,0.152433,0.377534,0.470033,0.152433,0.377534,0.444252,0.191787,0.363961,0.432156,0.167813,0.400031,0.384139,0.149167,0.466694,0.364637,0.134848,0.500515,0.331488,0.184302,0.48421,0.331488,0.184302,0.48421
94,"4af8a837-1d5e-4e77-a252-5562162f3467",0.064218,0,0.935782,0.032109,0,0.967891,0.021406,0,0.978594,0.021406,0,0.978594,0.016054,0,0.983946,0.016054,0,0.983946,0.212844,0,0.787156,0.261818,0,0.738182,0.261818,0,0.738182,0.354091,0,0.645909,0.354091,0,0.645909,0.354091,0,0.645909,0.354091,0,0.645909,0.354091,0,0.645909,0.354091,0,0.645909
95,"4c98c501-fc64-4767-9305-40eb2af22410",0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
96,"e71b7c1b-b8ee-4c0f-a608-532a9c461577",0.068705,0.229801,0.701494,0.099375,0.229592,0.671033,0.099375,0.229592,0.671033,0.06625,0.153061,0.780689,0.172192,0.200532,0.627277,0.172192,0.200532,0.627277,0.172192,0.200532,0.627277,0.250534,0.160425,0.589041,0.264524,0.144553,0.590923,0.264524,0.144553,0.590923,0.264524,0.144553,0.590923,0.264524,0.144553,0.590923,0.264524,0.144553,0.590923,0.264524,0.144553,0.590923,0.264524,0.144553,0.590923
97,"cba0a7bb-455d-458b-a98c-56c861cd815b",0.995466,0.004534,0,0.997733,0.002267,0,0.998489,0.001511,0,0.998489,0.001511,0,0.998866,0.001133,0,0.998866,0.001133,0,0.998866,0.001133,0,0.999093,0.000907,0,0.999093,0.000907,0,0.999093,0.000907,0,0.999093,0.000907,0,0.999093,0.000907,0,0.999093,0.000907,0,0.999093,0.000907,0,0.999093,0.000907,0
98,"78f47549-3ae2-4bc5-94e3-2684939bf130",0.003014,0,0.996986,0.001507,0,0.998493,0.001507,0,0.998493,0.334338,0,0.665662,0.260288,0,0.739712,0.20823,0,0.79177,0.173525,0,0.826475,0.130144,0,0.869856,0.130144,0,0.869856,0.130144,0,0.869856,0.115683,0,0.884317,0.09465,0,0.90535,0.09465,0,0.90535,0.09465,0,0.90535,0.09465,0,0.90535
99,"9236d13c-7f8b-4d63-a83a-02a09ea18ae3",0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
100,"4ec8fef2-cc3e-4f95-b2a2-a5de08c28207",0.028588,0.294377,0.677035,0.057042,0.372578,0.57038,0.057042,0.372578,0.57038,0.038028,0.371286,0.590686,0.134256,0.340571,0.525174,0.237055,0.293736,0.469209,0.169325,0.352669,0.478006,0.215777,0.265864,0.518359,0.215777,0.265864,0.518359,0.206037,0.264711,0.529253,0.202981,0.262918,0.534101,0.202981,0.262918,0.534101,0.202981,0.262918,0.534101,0.202981,0.262918,0.534101,0.202981,0.262918,0.534101
101,"8873d812-5403-40e3-866d-d439b2711b0d",0.04591,0.379506,0.574584,0.108836,0.356594,0.53457,0.076041,0.250852,0.673106,0.307031,0.188139,0.50483,0.247673,0.2274,0.524926,0.247673,0.2274,0.524926,0.365425,0.1895,0.445075,0.253537,0.345971,0.400492,0.232409,0.326034,0.441556,0.232409,0.326034,0.441556,0.270481,0.279613,0.449905,0.252449,0.260972,0.486578,0.252449,0.260972,0.486578,0.252449,0.260972,0.486578,0.252449,0.260972,0.486578
102,"a7870283-36a9-4c8c-81c7-ea65f56c19d8",0.000012,0.336779,0.663209,0.000006,0.173601,0.826393,0.000006,0.173601,0.826393,0.000006,0.173601,0.826393,0.000006,0.173601,0.826393,0.000006,0.173601,0.826393,0.000006,0.173601,0.826393,0.000003,0.157667,0.84233,0.000002,0.126134,0.873864,0.000002,0.126134,0.873864,0.000002,0.126134,0.873864,0.000002,0.126134,0.873864,0.000002,0.126134,0.873864,0.000002,0.126134,0.873864,0.000002,0.126134,0.873864
103,"c1f13036-8d17-4660-8753-9dea984396a6",0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
104,"52f9db4f-fd3e-4928-b7ec-d699f6f63952",0.316817,0.352626,0.330557,0.206231,0.284156,0.509613,0.137488,0.213557,0.648956,0.103116,0.371979,0.524905,0.106791,0.326726,0.566483,0.106791,0.326726,0.566483,0.106791,0.326726,0.566483,0.20281,0.274464,0.522726,0.177459,0.240156,0.582386,0.177459,0.240156,0.582386,0.157741,0.213472,0.628787,0.141967,0.192125,0.665908,0.141967,0.192125,0.665908,0.141967,0.192125,0.665908,0.129061,0.174659,0.69628
105,"947e4d15-672e-433a-9270-b53c9d7ae46e",0.000888,0.038019,0.961093,0.00047,0.036296,0.963234,0.000313,0.197837,0.80185,0.048426,0.391242,0.560332,0.040355,0.492702,0.466943,0.140602,0.422316,0.437082,0.220468,0.439579,0.339952,0.165351,0.413056,0.421592,0.165351,0.413056,0.421592,0.165351,0.413056,0.421592,0.165351,0.413056,0.421592,0.165351,0.413056,0.421592,0.165351,0.413056,0.421592,0.165351,0.413056,0.421592,0.165351,0.413056,0.421592
106,"4ca035e5-a040-441a-a298-384c176c3f74",0.286979,0.237696,0.475325,0.184298,0.346592,0.46911,0.18632,0.408767,0.404914,0.297505,0.382952,0.319543,0.29136,0.354602,0.354038,0.303583,0.30326,0.393157,0.281669,0.317315,0.401016,0.274443,0.419502,0.306054,0.251573,0.4342,0.314228,0.251573,0.4342,0.314228,0.251573,0.4342,0.314228,0.251573,0.4342,0.314228,0.251573,0.4342,0.314228,0.251573,0.4342,0.314228,0.251573,0.4342,0.314228
107,"ad0a7209-4d8d-4549-8ee6-0fca2b5e803c",0.555165,0.150158,0.294677,0.67583,0.126687,0.197484,0.560876,0.162987,0.276137,0.492389,0.12224,0.385371,0.475752,0.1637,0.360548,0.429152,0.202326,0.368522,0.446864,0.151744,0.401392,0.469985,0.230811,0.299205,0.469985,0.230811,0.299205,0.458629,0.248044,0.293326,0.443474,0.249161,0.307365,0.430212,0.250139,0.319649,0.455899,0.236673,0.307428,0.455899,0.236673,0.307428,0.455899,0.236673,0.307428
108,"e6e0dfec-1415-4b16-bddc-74add545cf67",1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
109,"cc4d2b00-0fff-479f-b0b5-3ac5ad05c06a",0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
110,"07a17b04-2d7c-4ae0-bf37-f3b1ae7ba047",0.45559,0,0.54441,0.569746,0,0.430254,0.557793,0,0.442207,0.418345,0,0.581655,0.499142,0,0.500858,0.582619,0,0.417382,0.642244,0,0.357756,0.59405,0,0.40595,0.59405,0,0.40595,0.569336,0,0.430665,0.602464,0,0.397536,0.614502,0,0.385498,0.606528,0,0.393472,0.621573,0,0.378427,0.621573,0,0.378427
111,"e91eda19-89cd-4b90-839e-ba6afd1d5b06",0.803324,0.043916,0.15276,0.589447,0.273696,0.136856,0.565778,0.212964,0.221258,0.565778,0.212964,0.221258,0.545586,0.194174,0.26024,0.545586,0.194174,0.26024,0.436469,0.155339,0.408192,0.375368,0.283291,0.341341,0.333661,0.330281,0.336058,0.333661,0.330281,0.336058,0.336124,0.29813,0.365747,0.280103,0.331775,0.388122,0.280103,0.331775,0.388122,0.280103,0.331775,0.388122,0.280103,0.331775,0.388122
112,"577aadb3-1888-4b98-b8a7-90a56fd11eb6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,"aeb5b1f2-f6a5-45e4-abd5-f75b982415b6",0.1648,0.425691,0.409509,0.161901,0.381351,0.456748,0.161465,0.301736,0.536799,0.121098,0.226302,0.652599,0.121098,0.226302,0.652599,0.118935,0.263362,0.617703,0.099112,0.3762,0.524687,0.154906,0.341519,0.503575,0.154906,0.341519,0.503575,0.154906,0.341519,0.503575,0.154906,0.341519,0.503575,0.140824,0.310472,0.548705,0.140824,0.310472,0.548705,0.140824,0.310472,0.548705,0.140824,0.310472,0.548705
